SchoolYear,OrganizationLevel,County,ESDName,ESDOrganizationID,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationID,CurrentSchoolType,GradeLevel,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Highly Capable,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Highly Capable,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,DataAsOf
2024-25,School,Adams,Educational Service District 101,100001,1109,Washtucna School District,100287,3075,Washtucna Elementary/High School,100326,P,All Grades,71,36,0,35,0,0,0,8,0,3,60,0,0,0,3,51,0,0,1,0,15,71,0,71,68,20,71,71,70,71,56,1/6/25 0:00
2024-25,School,Adams,Educational Service District 101,100001,1122,Benge School District,100021,3142,Benge Elementary,100329,P,All Grades,14,6,0,8,0,0,0,2,0,0,12,0,0,0,1,0,0,0,0,0,0,14,0,14,13,14,14,14,14,14,14,1/6/25 0:00
2024-25,School,Adams,Educational Service District 101,100001,1158,Lind School District,100131,2903,Lind-Ritzville High School,100337,P,All Grades,47,25,0,22,0,0,0,24,0,2,21,5,0,0,2,40,13,0,1,0,3,42,0,47,45,7,34,47,46,47,44,1/6/25 0:00
2024-25,School,Adams,Educational Service District 101,100001,1158,Lind School District,100131,3421,Lind Elementary School,100338,P,All Grades,82,38,0,44,0,0,0,34,0,0,48,8,0,0,16,55,10,0,2,0,7,74,0,82,66,27,72,82,80,82,75,1/6/25 0:00
2024-25,School,Adams,Educational Service District 101,100001,1158,Lind School District,100131,5293,Lind-Ritzville Middle School,105541,P,All Grades,41,24,0,17,0,2,0,13,0,1,25,8,0,0,1,30,6,0,0,0,6,33,0,41,40,11,35,41,41,41,35,1/6/25 0:00
2024-25,School,Adams,Educational Service District 101,100001,1160,Ritzville School District,100220,2132,Ritzville High School,100340,P,All Grades,133,66,0,67,2,0,0,18,0,3,110,0,0,0,4,53,0,4,3,1,11,133,0,133,129,80,133,129,130,132,122,1/6/25 0:00
2024-25,School,Adams,Educational Service District 101,100001,1160,Ritzville School District,100220,2719,Ritzville Grade School,100341,P,All Grades,193,100,0,93,1,3,0,23,0,4,162,1,0,5,9,112,1,5,4,1,30,192,0,188,184,81,192,188,189,192,163,1/6/25 0:00
2024-25,School,Adams,Educational Service District 101,100001,1160,Ritzville School District,100220,5303,Lind Ritzville Middle School,105556,P,All Grades,89,45,0,44,1,0,0,20,0,3,65,1,0,3,2,38,1,1,2,0,13,88,0,86,87,51,88,88,87,89,76,1/6/25 0:00
2024-25,School,Adams,Educational Service District 123,100007,1147,Othello School District,100192,2902,Lutacaga Elementary,100331,P,All Grades,541,277,0,264,0,0,1,521,1,2,16,330,0,22,0,447,59,1,10,16,35,211,0,519,541,94,482,540,531,525,506,1/6/25 0:00
2024-25,School,Adams,Educational Service District 123,100007,1147,Othello School District,100192,2961,Hiawatha Elementary School,100332,P,All Grades,579,273,0,306,0,1,2,519,0,5,52,347,0,14,5,491,76,2,3,24,57,232,0,565,574,88,503,577,576,555,522,1/6/25 0:00
2024-25,School,Adams,Educational Service District 123,100007,1147,Othello School District,100192,3015,Othello High School,100333,P,All Grades,1348,649,0,699,1,6,5,1228,0,7,101,428,0,3,4,1091,168,3,27,69,170,920,0,1345,1344,257,1180,1345,1321,1279,1178,1/6/25 0:00
2024-25,School,Adams,Educational Service District 123,100007,1147,Othello School District,100192,3471,McFarland Middle School,100334,P,All Grades,708,358,0,350,0,0,1,639,0,3,65,301,0,21,3,588,89,1,11,25,81,407,0,687,705,120,619,707,697,683,627,1/6/25 0:00
2024-25,School,Adams,Educational Service District 123,100007,1147,Othello School District,100192,3730,Scootney Springs Elementary,100335,P,All Grades,606,290,0,316,0,5,4,530,0,3,64,286,0,26,3,475,67,1,11,27,47,320,0,580,603,131,539,605,595,579,559,1/6/25 0:00
2024-25,School,Adams,Educational Service District 123,100007,1147,Othello School District,100192,5285,Wahitis Elementary School,105529,P,All Grades,608,305,0,303,0,0,0,562,0,4,42,334,0,26,1,501,81,6,8,10,98,274,0,582,607,107,527,602,600,598,510,1/6/25 0:00
2024-25,School,Adams,Educational Service District 123,100007,1147,Othello School District,100192,5367,Desert Oasis High School,105795,A,All Grades,133,66,0,67,0,0,0,126,0,0,7,58,0,0,3,122,17,0,16,7,10,75,0,133,130,11,116,133,117,126,123,1/6/25 0:00
2024-25,School,Adams,Educational Service District 123,100007,1147,Othello School District,100192,5528,Early Childhood Center,106159,P,All Grades,178,78,0,100,0,0,0,163,0,1,14,0,0,0,0,125,0,0,8,0,45,178,0,178,178,53,178,178,170,178,133,1/6/25 0:00
2024-25,School,Adams,Educational Service District 123,100007,1147,Othello School District,100192,5634,Open Door Re-Engagement,106416,R,All Grades,20,7,0,13,0,0,0,16,0,1,3,0,0,0,0,16,0,1,4,0,6,20,0,20,20,4,20,19,16,20,14,1/6/25 0:00
2024-25,School,Asotin,Educational Service District 123,100007,2250,Clarkston School District,100045,1617,Educational Opportunity Center,100344,A,All Grades,88,47,0,41,0,0,0,11,0,10,67,0,0,0,2,72,0,1,21,4,17,88,0,88,86,16,88,87,67,84,71,1/6/25 0:00
2024-25,School,Asotin,Educational Service District 123,100007,2250,Clarkston School District,100045,2299,Charles Francis Adams High School,100345,P,All Grades,672,351,0,321,13,9,10,80,2,44,514,4,0,24,12,308,0,9,20,45,100,668,0,648,660,364,672,663,652,627,572,1/6/25 0:00
2024-25,School,Asotin,Educational Service District 123,100007,2250,Clarkston School District,100045,2501,Lincoln Middle School,100346,P,All Grades,348,183,0,165,11,1,7,50,0,22,257,7,0,12,10,197,0,2,8,25,69,341,0,336,338,151,348,346,340,323,279,1/6/25 0:00
2024-25,School,Asotin,Educational Service District 123,100007,2250,Clarkston School District,100045,2823,Parkway Elementary,100347,P,All Grades,331,147,0,184,4,2,8,46,0,22,249,1,0,8,8,203,0,1,3,11,64,330,0,323,323,128,331,330,328,320,267,1/6/25 0:00
2024-25,School,Asotin,Educational Service District 123,100007,2250,Clarkston School District,100045,2962,Grantham Elementary,100348,P,All Grades,252,127,0,125,3,0,1,33,1,21,193,0,0,2,14,212,0,1,8,9,71,252,0,250,238,40,252,251,244,243,181,1/6/25 0:00
2024-25,School,Asotin,Educational Service District 123,100007,2250,Clarkston School District,100045,3266,Highland Elementary,100349,P,All Grades,290,153,0,137,3,3,1,39,0,11,233,15,0,3,9,195,0,4,10,11,61,275,0,287,281,95,290,286,280,279,229,1/6/25 0:00
2024-25,School,Asotin,Educational Service District 123,100007,2250,Clarkston School District,100045,3616,Special Services,100350,S,All Grades,62,21,0,41,1,1,2,6,1,5,46,0,0,0,2,44,0,1,3,0,49,62,0,62,60,18,62,61,59,62,13,1/6/25 0:00
2024-25,School,Asotin,Educational Service District 123,100007,2250,Clarkston School District,100045,4384,Heights Elementary,100351,P,All Grades,359,177,0,182,3,1,5,35,1,20,294,1,0,12,6,149,0,6,4,23,78,358,0,347,353,210,359,353,355,336,281,1/6/25 0:00
2024-25,School,Asotin,Educational Service District 123,100007,2250,Clarkston School District,100045,5413,Educational Opportunity Center Reengagement,105919,R,All Grades,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/6/25 0:00
2024-25,School,Asotin,Educational Service District 123,100007,2250,Clarkston School District,100045,5644,Discovery Virtual School,106426,A,All Grades,98,53,2,43,1,3,3,8,3,10,70,2,0,0,0,33,0,8,30,7,14,96,0,98,98,65,98,90,68,91,84,1/6/25 0:00
2024-25,School,Asotin,Educational Service District 123,100007,2420,Asotin-Anatone School District,100015,2434,Asotin Jr Sr High,100353,P,All Grades,346,160,0,186,2,3,0,16,2,28,295,0,0,50,6,113,0,5,7,19,49,346,0,296,340,233,346,341,339,327,297,1/6/25 0:00
2024-25,School,Asotin,Educational Service District 123,100007,2420,Asotin-Anatone School District,100015,2507,Asotin Elementary,100354,P,All Grades,311,147,0,164,0,2,0,12,2,15,280,2,0,17,1,126,0,5,2,2,55,309,0,294,310,185,311,306,309,309,256,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,1884,Legacy High School,100358,A,All Grades,403,190,1,212,0,7,7,183,4,20,182,27,0,0,8,203,57,0,39,11,34,376,0,403,395,200,346,403,364,392,369,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,1941,Mid-Columbia Parent Partnership,103866,A,All Grades,544,251,4,289,1,3,5,87,3,27,418,12,0,2,1,138,1,6,18,35,20,532,0,542,543,406,543,538,526,509,524,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,2000,Keewaydin Discovery Center,100359,P,All Grades,143,47,0,96,0,1,5,62,2,10,63,0,0,0,3,5,7,2,3,0,136,143,0,143,140,138,136,141,140,143,7,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,2824,Eastgate Elementary School,100361,P,All Grades,468,253,0,215,1,4,1,385,0,7,70,213,0,7,20,362,91,2,22,5,44,255,0,461,448,106,377,466,446,463,424,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,2825,Westgate Elementary School,100362,P,All Grades,426,199,0,227,1,49,15,186,3,19,153,203,0,10,5,352,52,6,9,12,62,223,0,416,421,74,374,420,417,414,364,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,2826,Kennewick High School,100363,P,All Grades,1926,928,5,993,3,39,37,1036,6,86,719,390,0,14,33,1157,345,6,92,77,204,1536,0,1912,1893,769,1581,1920,1834,1849,1722,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,3077,Hawthorne Elementary School,100364,P,All Grades,419,197,0,222,2,1,9,198,4,22,183,94,0,10,17,295,22,4,19,5,72,325,0,409,402,124,397,415,400,414,347,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,3144,Washington Elementary School,100365,P,All Grades,408,206,0,202,0,3,6,190,4,23,182,93,0,3,18,262,25,3,27,7,94,315,0,405,390,146,383,405,381,401,314,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,3267,Highlands Middle School,100366,P,All Grades,747,365,1,381,0,7,10,407,2,29,292,226,0,20,23,560,144,6,30,23,112,521,0,727,724,187,603,741,717,724,635,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,3315,Edison Elementary School,100367,P,All Grades,379,190,2,187,2,9,17,208,0,15,128,100,0,1,7,276,40,1,22,8,67,279,0,378,372,103,339,378,357,371,312,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,3369,Vista Elementary School,100368,P,All Grades,411,189,1,221,0,4,11,161,2,24,209,61,0,54,10,254,20,5,22,10,64,350,0,357,401,157,391,406,389,401,347,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,3472,Park Middle School,100369,P,All Grades,689,344,1,344,1,23,13,450,8,27,167,258,0,7,26,576,181,4,23,19,78,431,0,682,663,113,508,685,666,670,611,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,3731,Kamiakin High School,100370,P,All Grades,1971,944,3,1024,9,26,49,566,1,95,1225,204,0,91,28,706,168,16,86,92,217,1767,0,1880,1943,1265,1803,1955,1885,1879,1754,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,4007,Benton/Franklin Juvenile Justice Center,100372,J,All Grades,39,11,0,28,1,0,5,18,0,0,15,2,0,0,0,35,2,0,19,0,3,37,0,39,39,4,37,39,20,39,36,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,4028,Desert Hills Middle School,100373,P,All Grades,907,445,0,462,2,17,11,139,0,54,684,34,0,82,5,214,8,20,22,64,87,873,0,825,902,693,899,887,885,843,820,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,4072,Canyon View Elementary School,100375,P,All Grades,348,168,0,180,0,1,5,133,3,18,188,52,0,9,10,197,22,8,10,2,63,296,0,339,338,151,326,340,338,346,285,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,4073,Southgate Elementary School,100376,P,All Grades,419,179,1,239,1,7,3,145,2,23,238,64,0,8,15,215,15,2,14,14,76,355,0,411,404,204,404,417,405,405,343,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,4136,Sunset View Elementary School,100378,P,All Grades,412,212,0,200,1,11,8,144,0,17,231,48,0,6,12,215,7,9,6,10,55,364,0,406,400,197,405,403,406,402,357,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,4181,Lincoln Elementary School,100379,P,All Grades,433,200,0,233,1,6,12,162,3,27,222,66,0,6,13,219,25,6,11,13,72,367,0,427,420,214,408,427,422,420,361,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,4202,Cascade Elementary School,100380,P,All Grades,510,241,0,269,1,1,7,196,2,18,285,89,0,9,8,241,40,4,17,17,74,421,0,501,502,269,470,506,493,493,436,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,4418,Amistad Elementary School,100381,P,All Grades,878,427,1,450,0,24,16,608,6,24,200,343,0,2,54,777,192,4,28,4,140,535,0,876,824,101,686,874,850,874,738,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,4429,Horse Heaven Hills Middle School,100382,P,All Grades,855,416,0,439,1,4,29,343,1,43,434,108,0,33,14,450,66,6,26,37,135,747,0,822,841,405,789,849,829,818,720,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,4446,Ridge View Elementary School,100383,P,All Grades,471,245,0,226,0,10,7,93,0,29,332,15,0,17,3,132,7,2,5,6,72,456,0,454,468,339,464,469,466,465,399,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,4484,Southridge High School,100384,P,All Grades,1622,816,6,800,2,31,28,617,11,84,849,250,0,1,29,829,183,7,52,76,168,1372,0,1621,1593,793,1439,1615,1570,1546,1454,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,5106,Phoenix High School,104484,A,All Grades,60,31,4,25,0,0,1,20,0,5,34,5,0,0,1,36,5,1,1,6,10,55,0,60,59,24,55,59,59,54,50,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,5220,Cottonwood Elementary,105230,P,All Grades,476,237,0,239,1,8,3,86,0,21,357,25,0,12,3,95,2,18,5,20,66,451,0,464,473,381,474,458,471,456,410,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,5438,Sage Crest Elementary,105989,P,All Grades,514,247,0,267,1,19,6,149,0,41,298,57,0,11,7,140,18,15,11,10,69,457,0,503,507,374,496,499,503,504,445,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,5439,Chinook Middle School,105990,P,All Grades,953,480,1,472,4,20,22,329,2,56,520,94,0,36,12,384,59,17,14,48,132,859,0,917,941,569,894,936,939,905,821,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,5520,Amon Creek Elementary,106151,P,All Grades,595,277,0,318,0,9,7,111,0,32,436,17,0,19,0,126,2,8,17,14,93,578,0,576,595,469,593,587,578,581,502,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,5521,Fuerza Elementary,106152,P,All Grades,631,339,0,292,1,6,6,525,0,13,80,334,0,20,22,405,175,3,8,7,52,297,0,611,609,226,456,628,623,624,579,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3017,Kennewick School District,100116,5727,Endeavor High School,106916,P,All Grades,95,55,1,39,0,1,2,42,0,6,44,0,0,0,4,39,9,0,23,6,9,95,0,95,91,56,86,95,72,89,86,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3050,Paterson School District,100197,2133,Paterson Elementary School,100386,P,All Grades,135,63,0,72,0,0,0,45,0,1,89,6,0,0,0,52,14,1,0,0,23,129,0,135,135,83,121,134,135,135,112,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3052,Kiona-Benton City School District,100119,2904,Kiona-Benton City High School,100389,P,All Grades,447,219,0,228,3,1,2,233,0,13,195,94,0,12,3,208,80,6,3,10,64,353,0,435,444,239,367,441,444,437,383,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3052,Kiona-Benton City School District,100119,3961,Kiona-Benton City Middle School,100390,P,All Grades,340,164,0,176,0,1,2,198,0,8,131,109,0,8,0,89,64,2,6,9,42,231,0,332,340,251,276,338,334,331,298,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3052,Kiona-Benton City School District,100119,5719,Kiona-Benton City Elementary,106902,P,All Grades,621,296,0,325,3,1,1,346,0,32,238,153,0,4,5,417,91,8,21,6,104,468,0,617,616,204,530,613,600,615,517,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3053,Finley School District,100089,2367,River View High School,100393,P,All Grades,326,145,0,181,0,0,2,161,0,8,155,42,0,17,6,238,26,4,10,10,46,284,0,309,320,88,300,322,316,316,280,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3053,Finley School District,100089,3078,Finley Elementary,100394,P,All Grades,367,160,1,206,4,0,0,211,0,16,136,124,0,11,8,304,29,3,10,7,60,243,0,356,359,63,338,364,357,360,307,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3053,Finley School District,100089,4031,Finley Middle School,100395,P,All Grades,204,99,0,105,1,0,5,102,0,7,89,30,0,18,3,155,14,2,6,2,26,174,0,186,201,49,190,202,198,202,178,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3116,Prosser School District,100205,2195,Keene-Riverview Elementary,100398,P,All Grades,410,199,0,211,0,4,1,304,0,4,97,139,0,0,21,314,65,4,4,4,0,271,0,410,389,96,345,406,406,406,410,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3116,Prosser School District,100205,2508,Prosser High School,100399,P,All Grades,875,452,0,423,7,10,3,584,0,14,257,153,0,0,26,582,233,8,23,43,0,722,0,875,849,293,642,867,852,832,875,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3116,Prosser School District,100205,2905,Whitstran Elementary,100400,P,All Grades,260,126,0,134,0,1,0,204,0,6,49,135,0,10,18,210,85,6,22,5,0,125,0,250,242,50,175,254,238,255,260,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3116,Prosser School District,100205,2906,Housel Middle School,100401,P,All Grades,526,238,0,288,1,9,3,382,0,13,118,171,0,50,21,402,147,6,11,12,0,355,0,476,505,124,379,520,515,514,526,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3116,Prosser School District,100205,3316,Prosser Heights Elementary,100402,P,All Grades,411,187,0,224,2,10,5,274,0,9,110,142,0,0,28,294,92,4,4,8,0,269,0,411,383,117,319,407,407,403,411,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3116,Prosser School District,100205,5537,Prosser Opportunity Academy,106168,R,All Grades,56,34,0,22,0,0,0,38,1,1,16,0,0,0,0,40,10,0,1,5,0,56,0,56,56,16,46,56,55,51,56,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3400,Richland School District,100218,2001,Special Programs,100404,S,All Grades,17,7,0,10,0,0,0,2,0,0,15,0,0,0,0,2,0,0,2,0,16,17,0,17,17,15,17,17,15,17,1,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3400,Richland School District,100218,2642,Jefferson Elementary,100406,P,All Grades,418,212,0,206,1,7,10,131,0,33,236,22,0,23,8,261,3,8,13,17,89,396,0,395,410,157,415,410,405,401,329,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3400,Richland School District,100218,2656,Marcus Whitman Elementary,100408,P,All Grades,467,213,0,254,5,3,4,145,1,22,287,35,0,26,8,273,4,3,10,34,101,432,0,441,459,194,463,464,457,433,366,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3400,Richland School District,100218,2657,Lewis & Clark Elementary School,100409,P,All Grades,471,218,0,253,1,36,7,142,0,35,250,37,0,95,10,251,5,8,3,30,82,434,0,376,461,220,466,463,468,441,389,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3400,Richland School District,100218,2721,Carmichael Middle School,100411,P,All Grades,792,378,0,414,5,21,15,213,2,47,489,68,0,72,7,399,7,4,15,68,136,724,0,720,785,393,785,788,777,724,656,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3400,Richland School District,100218,2785,Chief Joseph Middle School,100412,P,All Grades,666,308,1,357,3,15,13,175,3,51,406,58,0,73,10,384,11,11,12,38,122,608,0,593,656,282,655,655,654,628,544,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3400,Richland School District,100218,2786,Jason Lee Elementary School,100413,P,All Grades,518,241,0,277,0,5,8,134,0,26,345,60,0,30,14,308,4,10,5,44,118,458,0,488,504,210,514,508,513,474,400,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3400,Richland School District,100218,3511,Richland High School,100415,P,All Grades,2238,1043,1,1194,5,78,31,473,7,142,1502,117,0,195,20,760,38,17,63,241,281,2121,0,2043,2218,1478,2200,2221,2175,1997,1957,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3400,Richland School District,100218,3732,Sacajawea Elementary,100416,P,All Grades,477,250,0,227,1,12,10,133,2,24,295,64,0,20,4,237,11,11,9,21,80,413,0,457,473,240,466,466,468,456,397,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3400,Richland School District,100218,3833,Hanford High School,100417,P,All Grades,1976,998,8,970,11,100,33,448,4,107,1273,114,0,193,17,630,50,29,52,176,235,1862,0,1783,1959,1346,1926,1947,1924,1800,1741,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3400,Richland School District,100218,3926,Enterprise Middle School,100419,P,All Grades,747,386,0,361,1,19,8,152,1,39,527,56,0,99,14,251,22,13,12,69,116,691,0,648,733,496,725,734,735,678,631,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3400,Richland School District,100218,4059,Tapteal Elementary School,100420,P,All Grades,458,228,0,230,0,2,4,175,0,21,256,68,0,12,10,244,30,12,7,19,62,390,0,446,448,214,428,446,451,439,396,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3400,Richland School District,100218,4060,Badger Mountain Elementary,100421,P,All Grades,604,280,1,323,0,12,6,153,3,31,399,50,0,38,6,223,8,11,9,29,77,554,0,566,598,381,596,593,595,575,527,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3400,Richland School District,100218,4295,Rivers Edge High School,100422,A,All Grades,290,149,3,138,0,2,5,93,0,14,176,19,0,2,2,185,3,0,11,39,52,271,0,288,288,105,287,290,279,251,238,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3400,Richland School District,100218,4543,William Wiley Elementary School,100423,P,All Grades,493,229,0,264,0,10,5,99,1,23,355,27,0,38,6,130,2,5,7,51,84,466,0,455,487,363,491,488,486,442,409,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3400,Richland School District,100218,5092,White Bluffs Elementary School,104353,P,All Grades,653,324,0,329,0,27,5,138,1,44,438,34,0,48,3,188,5,14,2,45,66,619,0,605,650,465,648,639,651,608,587,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3400,Richland School District,100218,5165,Three Rivers Home Link,104890,A,All Grades,758,376,0,382,2,7,5,70,0,35,639,4,0,31,1,159,0,12,9,51,44,754,0,727,757,599,758,746,749,707,714,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3400,Richland School District,100218,5419,Orchard Elementary,105925,P,All Grades,593,298,0,295,0,62,5,88,1,43,394,53,0,76,2,142,3,11,8,67,68,540,0,517,591,451,590,582,585,526,525,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3400,Richland School District,100218,5493,Leona Libby Middle School,106076,P,All Grades,807,366,1,440,0,61,9,142,6,46,543,23,0,149,0,169,9,11,7,114,94,784,0,658,807,638,798,796,800,693,713,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3400,Richland School District,100218,5526,Richland School District Early Learning Center,106157,P,All Grades,302,141,0,161,4,10,13,85,0,10,180,0,0,0,9,232,4,5,5,0,152,302,0,302,293,70,298,297,297,302,150,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3400,Richland School District,100218,5689,Pacific Crest Online Academy,106773,P,All Grades,329,168,2,159,1,3,3,99,0,23,200,23,0,8,0,159,4,0,18,35,74,306,0,321,329,170,325,329,311,294,255,1/6/25 0:00
2024-25,School,Benton,Educational Service District 123,100007,3400,Richland School District,100218,5732,Desert Sky Elementary,106921,P,All Grades,442,221,0,221,0,12,2,56,3,28,341,13,0,39,1,88,3,10,2,44,76,429,0,403,441,354,439,432,440,398,366,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4019,Manson School District,100139,2196,Manson Elementary,100425,P,All Grades,314,154,0,160,1,0,1,213,0,2,97,135,0,0,4,191,21,3,12,9,39,179,0,314,310,123,293,311,302,305,275,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4019,Manson School District,100139,2623,Manson High School,100426,P,All Grades,222,110,0,112,4,0,1,146,1,3,67,67,0,8,4,138,19,1,2,21,30,155,0,214,218,84,203,221,220,201,192,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4019,Manson School District,100139,5286,Manson Middle School,105530,P,All Grades,129,64,0,65,1,0,0,82,0,1,45,47,0,10,1,88,10,1,1,5,21,82,0,119,128,41,119,128,128,124,108,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4069,Stehekin School District,100253,2265,Stehekin Elementary,100428,P,All Grades,12,4,0,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,0,12,12,12,12,12,12,12,12,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4127,Entiat School District,100079,2688,Paul Rumburg Elementary,100430,P,All Grades,232,101,0,131,0,0,0,151,1,1,79,76,0,8,5,163,32,0,3,8,31,156,0,224,227,69,200,232,229,224,201,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4127,Entiat School District,100079,3317,Entiat Middle and High School,100431,P,All Grades,213,102,0,111,3,1,1,121,0,0,87,53,0,7,3,134,27,1,6,18,13,160,0,206,210,79,186,212,207,195,200,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4129,Lake Chelan School District,100125,1675,Lake Chelan Preschool,100433,P,All Grades,49,22,0,27,0,0,0,38,0,0,11,0,0,0,3,37,0,0,2,0,7,49,0,49,46,12,49,49,47,49,42,1/6/25 0:00
