SchoolYear,OrganizationLevel,County,ESDName,ESDOrganizationID,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationID,CurrentSchoolType,GradeLevel,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Highly Capable,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Highly Capable,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,DataAsOf
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31015,Edmonds School District,100075,3755,Lynnwood High School,102554,P,All Grades,1345,639,7,699,7,267,156,432,12,42,429,280,0,5,45,700,0,12,37,76,166,1065,0,1340,1300,645,1345,1333,1308,1269,1179,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31015,Edmonds School District,100075,3854,Scriber Lake High School,102556,A,All Grades,199,84,10,105,1,13,18,51,1,6,109,23,0,2,24,126,0,1,15,19,111,176,0,197,175,73,199,198,184,180,88,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31015,Edmonds School District,100075,5358,Edmonds Career Access Program,105784,R,All Grades,383,199,6,178,5,29,34,151,4,13,147,84,0,0,8,189,0,0,68,23,14,299,0,383,375,194,383,383,315,360,369,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,1714,Stillaguamish Valley Learning Center,102560,A,All Grades,241,124,0,117,6,1,2,34,0,23,175,3,0,7,3,64,0,2,17,10,36,238,0,234,238,177,241,239,224,231,205,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,2523,Arlington High School,102563,P,All Grades,1713,796,1,916,16,34,26,334,6,134,1163,105,0,63,49,632,12,38,30,103,226,1608,0,1650,1664,1081,1701,1675,1683,1610,1487,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,3124,Post Middle School,102565,P,All Grades,646,335,0,311,10,11,7,102,2,46,468,42,0,46,20,287,3,21,11,35,100,604,0,600,626,359,643,625,635,611,546,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,4154,Presidents Elementary,102566,P,All Grades,582,260,0,322,8,14,9,115,0,49,387,40,0,17,15,257,8,13,6,16,170,542,0,565,567,325,574,569,576,566,412,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,4287,Weston High School,102567,A,All Grades,109,56,1,52,1,0,0,15,0,8,85,3,0,0,8,53,0,2,8,11,37,106,0,109,101,56,109,107,101,98,72,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,4327,Eagle Creek Elementary,102568,P,All Grades,665,330,0,335,3,11,2,103,1,32,513,47,0,17,21,287,2,16,6,19,139,618,0,648,644,378,663,649,659,646,526,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,4436,Kent Prairie Elementary,102569,P,All Grades,699,354,0,345,9,14,7,150,5,53,461,45,0,22,30,320,2,22,14,11,143,654,0,677,669,379,697,677,685,688,556,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,4573,Pioneer Elementary,102571,P,All Grades,501,254,1,246,3,11,10,97,0,49,331,41,0,22,14,200,1,22,8,26,62,460,0,479,487,301,500,479,493,475,439,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,5010,Haller Middle School,104002,P,All Grades,578,280,1,297,4,15,11,124,2,51,371,55,0,49,17,218,5,24,18,34,76,523,0,529,561,360,573,554,560,544,502,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,5495,Arlington Open Doors,106078,R,All Grades,64,35,2,27,0,0,0,13,1,3,47,3,0,0,0,29,0,0,8,2,11,61,0,64,64,35,64,64,56,62,53,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31025,Marysville School District,100142,1656,10th Street School,102573,P,All Grades,216,104,0,112,11,12,7,45,0,35,106,13,0,17,3,68,7,5,2,18,32,203,0,199,213,148,209,211,214,198,184,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31025,Marysville School District,100142,1657,Heritage School,102574,P,All Grades,129,61,1,67,61,2,3,38,0,21,3,34,0,0,15,108,20,2,6,7,36,95,0,129,114,21,109,127,123,122,93,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31025,Marysville School District,100142,1744,School Home Partnership Program,102577,A,All Grades,19,7,0,12,0,2,0,1,1,1,14,0,0,0,0,9,0,0,1,2,4,19,0,19,19,10,19,19,18,17,15,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31025,Marysville School District,100142,1862,Marysville Coop Program,102578,P,All Grades,150,75,0,75,10,5,0,27,0,19,89,0,0,6,2,41,4,3,1,4,18,150,0,144,148,109,146,147,149,146,132,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31025,Marysville School District,100142,1895,ECEAP,102579,P,All Grades,156,70,0,86,4,7,14,67,0,16,48,0,0,0,9,136,0,3,11,0,32,156,0,156,147,20,156,153,145,156,124,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31025,Marysville School District,100142,1910,Marysville SD Special,103817,S,All Grades,202,76,0,126,9,24,16,45,1,23,84,0,0,0,11,79,1,3,3,1,124,202,0,202,191,123,201,199,199,201,78,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31025,Marysville School District,100142,1927,Legacy High School,103839,P,All Grades,144,67,1,76,20,3,3,30,0,16,72,13,0,3,7,83,4,1,5,16,43,131,0,141,137,61,140,143,139,128,101,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31025,Marysville School District,100142,2813,Totem Middle School,102580,P,All Grades,516,253,6,257,82,26,8,169,6,52,172,82,0,16,32,357,30,8,16,31,97,434,0,500,484,159,486,508,500,485,419,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31025,Marysville School District,100142,3059,Cascade Elementary,102581,P,All Grades,382,190,1,191,0,32,20,131,6,42,151,85,0,6,20,241,11,9,9,12,62,297,0,376,362,141,371,373,373,370,320,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31025,Marysville School District,100142,3187,Shoultes Elementary,102582,P,All Grades,345,177,0,168,0,28,18,105,0,44,149,55,0,7,5,196,1,12,11,2,43,290,0,338,340,149,344,333,334,343,302,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31025,Marysville School District,100142,3355,Marysville Middle School,102584,P,All Grades,650,300,2,348,7,60,29,226,6,60,260,115,0,27,37,398,17,12,11,46,108,535,0,623,613,252,633,638,639,604,542,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31025,Marysville School District,100142,3537,Sunnyside Elementary,102585,P,All Grades,452,207,0,245,2,41,36,117,13,39,204,93,0,8,12,196,3,7,2,16,55,359,0,444,440,256,449,445,450,436,397,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31025,Marysville School District,100142,3651,Pinewood Elementary,102586,P,All Grades,398,201,0,197,4,21,17,110,1,42,203,61,0,82,19,223,4,10,15,17,49,337,0,316,379,175,394,388,383,381,349,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31025,Marysville School District,100142,3964,Liberty Elementary,102588,P,All Grades,402,194,5,203,7,19,16,162,5,37,155,92,0,60,25,274,10,5,3,21,61,310,0,342,377,128,392,397,399,381,341,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31025,Marysville School District,100142,4150,Marshall Elementary,102589,P,All Grades,326,152,0,174,11,17,14,103,7,32,142,41,0,4,14,196,4,6,11,14,87,285,0,322,312,130,322,320,315,312,239,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31025,Marysville School District,100142,4323,Kellogg Marsh Elementary School,102591,P,All Grades,467,225,0,242,15,26,21,139,6,46,212,87,0,14,14,248,2,10,15,3,119,380,0,453,453,219,465,457,452,464,348,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31025,Marysville School District,100142,4357,Cedarcrest School,102592,P,All Grades,702,326,3,373,7,56,33,180,8,82,333,99,0,68,12,353,3,17,11,38,106,603,0,634,690,349,699,685,691,664,596,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31025,Marysville School District,100142,4454,Allen Creek Elementary School,102593,P,All Grades,435,206,0,229,8,41,21,114,6,67,177,78,0,10,19,211,0,8,8,18,87,357,0,425,416,224,435,427,427,417,348,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31025,Marysville School District,100142,5123,Grove Elementary,104695,P,All Grades,386,177,0,209,3,34,36,88,6,37,182,52,0,11,8,182,3,5,10,5,98,334,0,375,378,204,383,381,376,381,288,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31025,Marysville School District,100142,5213,Marysville Pilchuck High School,105222,P,All Grades,1165,569,12,584,72,70,30,406,12,116,459,198,0,20,59,647,50,13,57,81,209,967,0,1145,1106,518,1115,1152,1108,1084,956,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31025,Marysville School District,100142,5350,Quil Ceda Tulalip Elementary,105776,P,All Grades,485,223,0,262,157,2,8,164,2,75,75,53,0,3,45,337,44,5,11,11,95,432,0,482,440,148,441,480,474,474,390,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31025,Marysville School District,100142,5402,Marysville NWESD 189 Youth Engagement,105907,R,All Grades,196,91,1,104,15,7,1,70,6,18,75,24,0,2,14,116,11,2,29,8,28,172,0,194,182,80,185,194,167,188,168,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31025,Marysville School District,100142,5478,Marysville Getchell High School,106061,P,All Grades,1378,672,10,696,11,146,68,350,17,141,645,135,0,81,35,602,18,18,37,97,181,1243,0,1297,1343,776,1360,1360,1341,1281,1197,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31063,Index Elementary School District 63,100110,2948,Index Elementary School District 63,102596,P,All Grades,36,15,0,21,0,0,0,2,0,0,34,0,0,0,0,18,0,1,0,0,8,36,0,36,36,18,36,35,36,36,28,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31103,Monroe School District,100150,1570,Monroe Special Ed Preschool,102598,S,All Grades,14,6,0,8,0,2,1,1,0,0,10,0,0,0,0,1,0,0,4,0,10,14,0,14,14,13,14,14,10,14,4,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31103,Monroe School District,100150,1643,Out Of District Special Ed,102599,S,All Grades,22,8,0,14,1,0,2,3,0,1,15,0,0,0,1,10,0,0,0,1,0,22,0,22,21,12,22,22,22,21,0,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31103,Monroe School District,100150,1777,Sky Valley Education Center,102600,A,All Grades,1015,488,7,520,8,7,11,112,0,81,796,10,0,17,8,233,0,15,26,36,32,1005,0,998,1007,782,1015,1000,989,979,983,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31103,Monroe School District,100150,1806,Leaders In Learning,102602,A,All Grades,40,21,2,17,0,0,2,14,0,5,19,4,0,1,5,20,1,1,1,7,6,36,0,39,35,20,39,39,39,33,34,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31103,Monroe School District,100150,2546,Maltby Elementary,102605,P,All Grades,335,168,0,167,1,7,1,49,2,18,257,36,0,21,12,84,0,3,1,21,71,299,0,314,323,251,335,332,334,314,264,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31103,Monroe School District,100150,3060,Frank Wagner Elementary,102607,P,All Grades,545,280,0,265,2,4,10,347,8,10,164,285,0,6,35,405,2,4,13,18,85,260,0,539,510,140,543,541,532,527,460,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31103,Monroe School District,100150,4159,Salem Woods Elementary School,102612,P,All Grades,516,275,2,239,0,55,6,67,2,32,354,56,0,81,8,152,0,3,11,21,73,460,0,435,508,364,516,513,505,495,443,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31103,Monroe School District,100150,4362,Chain Lake Elementary School,102613,P,All Grades,434,222,0,212,2,105,8,48,3,40,228,56,0,42,5,108,0,7,8,14,56,378,0,392,429,326,434,427,426,420,378,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31103,Monroe School District,100150,4528,Monroe High School,102614,P,All Grades,1529,725,22,782,11,55,16,472,3,109,863,202,0,123,83,610,4,10,35,126,209,1327,0,1406,1446,919,1525,1519,1494,1403,1320,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31103,Monroe School District,100150,4544,Hidden River Middle School,102615,P,All Grades,313,154,3,156,3,5,0,71,0,23,211,45,0,35,6,111,0,2,4,25,59,268,0,278,307,202,313,311,309,288,254,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31103,Monroe School District,100150,4594,Fryelands Elementary,103965,P,All Grades,413,192,0,221,1,6,1,118,2,44,241,57,0,15,11,199,0,7,12,10,131,356,0,398,402,214,413,406,401,403,282,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31103,Monroe School District,100150,5040,Park Place Middle School,104156,P,All Grades,757,366,4,387,3,41,8,259,4,47,395,153,0,87,30,363,1,3,13,46,105,604,0,670,727,394,756,754,744,711,652,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31201,Snohomish School District,100239,1730,Snohomish Center,102619,S,All Grades,42,13,0,29,0,11,0,3,0,3,25,0,0,1,0,6,0,0,30,0,33,42,0,41,42,36,42,42,12,42,9,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31201,Snohomish School District,100239,1904,Parent Partnership,103822,A,All Grades,92,47,0,45,0,1,0,8,0,10,73,0,0,2,0,8,0,1,2,5,9,92,0,90,92,84,92,91,90,87,83,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31201,Snohomish School District,100239,2073,Machias Elementary,102622,P,All Grades,618,316,0,302,7,13,12,65,0,36,485,40,0,39,4,143,0,2,4,25,92,578,0,579,614,475,618,616,614,593,526,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31201,Snohomish School District,100239,2428,Snohomish High School,102623,P,All Grades,1513,695,12,806,7,53,12,223,2,99,1117,62,0,190,20,375,11,12,30,106,229,1451,0,1323,1493,1138,1502,1501,1483,1407,1284,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31201,Snohomish School District,100239,3005,Central Emerson Elementary,102625,P,All Grades,481,251,0,230,2,6,1,125,0,30,317,58,0,27,11,231,3,7,6,19,93,423,0,454,470,250,478,474,475,462,388,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31201,Snohomish School District,100239,3305,Cathcart Elementary,102626,P,All Grades,500,231,7,262,1,24,3,85,2,34,351,50,0,34,9,140,7,4,9,11,70,450,0,466,491,360,493,496,491,489,430,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31201,Snohomish School District,100239,3561,Riverview Elementary,102628,P,All Grades,494,244,0,250,3,29,1,63,0,30,368,49,0,31,3,119,2,8,9,7,81,445,0,463,491,375,492,486,485,487,413,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31201,Snohomish School District,100239,3981,High School Re Entry,102629,A,All Grades,40,22,1,17,2,1,0,8,0,1,28,3,0,2,3,23,0,1,5,3,13,37,0,38,37,17,40,39,35,37,27,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31201,Snohomish School District,100239,4145,Valley View Middle School,102630,P,All Grades,643,321,2,320,4,88,9,85,1,56,400,42,0,70,11,135,3,2,6,52,72,601,0,573,632,508,640,641,637,591,571,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31201,Snohomish School District,100239,4184,Seattle Hill Elementary,102631,P,All Grades,571,291,3,277,3,129,15,61,5,65,293,64,0,78,7,112,3,7,0,26,61,507,0,493,564,459,568,564,571,545,510,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31201,Snohomish School District,100239,4241,Dutch Hill Elementary,102632,P,All Grades,701,322,1,378,3,68,0,57,3,45,525,37,0,74,13,160,4,9,6,10,82,664,0,627,688,541,697,692,695,691,619,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31201,Snohomish School District,100239,4265,AIM High School,102633,A,All Grades,174,81,8,85,1,1,1,20,2,10,139,1,0,12,20,68,0,2,7,17,30,173,0,162,154,106,174,172,167,157,144,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31201,Snohomish School District,100239,4366,Cascade View Elementary,102634,P,All Grades,456,207,3,246,3,41,7,69,4,44,288,41,0,34,8,123,0,7,6,15,133,415,0,422,448,333,456,449,450,441,323,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31201,Snohomish School District,100239,4383,Totem Falls,102635,P,All Grades,441,210,0,231,1,85,12,29,2,52,260,22,0,36,4,47,0,6,1,13,104,419,0,405,437,394,441,435,440,428,337,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31201,Snohomish School District,100239,4395,Centennial Middle School,102636,P,All Grades,733,351,2,380,5,30,7,121,4,45,521,29,0,66,13,209,2,7,12,57,106,704,0,667,720,524,731,726,721,676,627,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31201,Snohomish School District,100239,5100,Little Cedars Elementary School,104421,P,All Grades,651,323,1,327,3,185,7,70,0,68,318,73,0,66,7,85,0,5,3,25,80,578,0,585,644,566,651,646,648,626,571,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31201,Snohomish School District,100239,5128,Glacier Peak High School,104722,P,All Grades,1649,783,16,850,6,205,41,247,2,141,1007,48,0,210,18,293,7,14,14,193,145,1601,0,1439,1631,1356,1642,1635,1635,1456,1504,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31201,Snohomish School District,100239,5712,Central Primary Center,106901,P,All Grades,69,36,0,33,0,3,4,23,0,3,36,0,0,0,9,47,0,0,2,0,11,69,0,69,60,22,69,69,67,69,58,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31306,Lakewood School District,100128,3255,Lakewood Elementary School,102638,P,All Grades,458,215,0,243,5,19,6,106,14,49,259,39,0,9,7,244,1,23,10,9,96,419,0,449,451,214,457,435,448,449,362,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31306,Lakewood School District,100128,3893,Lakewood Middle School,102639,P,All Grades,672,308,2,362,11,21,11,168,9,70,382,79,0,34,23,342,3,7,13,28,119,593,0,638,649,330,669,665,659,644,553,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31306,Lakewood School District,100128,4204,Lakewood High School,102640,P,All Grades,860,418,12,430,14,18,27,210,16,80,495,78,0,34,37,395,7,21,23,77,137,782,0,826,823,465,853,839,837,783,723,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31306,Lakewood School District,100128,4477,English Crossing Elementary,102641,P,All Grades,333,162,0,171,3,6,8,87,5,37,187,57,0,5,10,180,1,7,5,13,51,276,0,328,323,153,332,326,328,320,282,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31306,Lakewood School District,100128,4576,Cougar Creek Elementary School,103857,P,All Grades,424,190,0,234,7,10,6,85,6,44,266,56,0,10,14,210,4,5,11,9,96,368,0,414,410,214,420,419,413,415,328,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31311,Sultan School District,100257,1670,Student Services School,102643,S,All Grades,32,7,0,25,0,0,1,4,0,0,27,0,0,0,0,15,0,0,0,0,0,32,0,32,32,17,32,32,32,32,0,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31311,Sultan School District,100257,2105,Sultan Middle School,102645,P,All Grades,463,220,0,243,1,16,13,123,2,27,281,63,0,50,12,237,0,14,6,32,83,400,0,413,451,226,463,449,457,431,380,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31311,Sultan School District,100257,2229,Sultan Elementary School,102646,P,All Grades,694,333,0,361,3,75,11,136,7,52,410,107,0,33,8,273,0,26,12,28,117,587,0,661,686,421,694,668,682,666,577,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31311,Sultan School District,100257,4274,Sultan Senior High School,102648,P,All Grades,585,257,1,327,2,13,16,177,3,32,342,64,0,40,12,291,5,11,8,36,97,521,0,545,573,294,580,574,577,549,488,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31311,Sultan School District,100257,4399,Gold Bar Elementary,102649,P,All Grades,352,166,0,186,0,4,6,89,2,18,233,54,0,6,21,184,0,6,3,15,53,298,0,346,331,168,352,346,349,337,299,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31311,Sultan School District,100257,5114,Sky Valley Options,104618,A,All Grades,36,14,0,22,0,0,1,5,0,2,28,4,0,1,1,12,0,0,3,6,5,32,0,35,35,24,36,36,33,30,31,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31311,Sultan School District,100257,5329,Open Doors Youth Reengagement,105651,R,All Grades,11,6,0,5,0,0,0,4,0,1,6,0,0,0,0,4,0,0,1,0,2,11,0,11,11,7,11,11,10,11,9,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31311,Sultan School District,100257,5642,Sultan Virtual Academy,106424,A,All Grades,31,17,0,14,0,0,0,2,0,5,24,0,0,0,0,12,0,2,3,0,2,31,0,31,31,19,31,29,28,31,29,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31330,Darrington School District,100064,3188,Darrington High School,102651,P,All Grades,114,54,2,58,3,0,0,13,0,13,85,0,0,1,8,68,0,3,2,11,25,114,0,113,106,46,114,111,112,103,89,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31330,Darrington School District,100064,3609,Darrington Elementary School,102652,P,All Grades,350,176,0,174,16,2,0,42,0,23,267,1,0,0,8,216,0,3,17,20,72,349,0,350,342,134,350,347,333,330,278,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31332,Granite Falls School District,100098,2580,Granite Falls High School,102655,P,All Grades,623,325,1,297,7,15,13,95,7,54,432,25,0,4,39,269,0,25,14,34,97,598,0,619,584,354,623,598,609,589,526,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31332,Granite Falls School District,100098,4113,Granite Falls Middle School,102657,P,All Grades,448,207,0,241,4,10,4,66,3,35,326,14,0,6,31,217,0,14,8,17,88,434,0,442,417,231,448,434,440,431,360,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31332,Granite Falls School District,100098,4330,Mountain Way Elementary,102658,P,All Grades,556,257,0,299,7,15,7,100,1,43,383,30,0,1,38,305,1,18,12,6,177,526,0,555,518,251,555,538,544,550,379,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31332,Granite Falls School District,100098,4479,Monte Cristo Elementary,102659,P,All Grades,502,246,0,256,2,6,6,75,4,28,381,33,0,4,30,227,3,20,9,28,103,469,0,498,472,275,499,482,493,474,399,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31332,Granite Falls School District,100098,5171,Crossroads High School,104897,A,All Grades,189,78,2,109,7,4,3,28,2,12,133,2,0,3,58,113,0,3,14,16,48,187,0,186,131,76,189,186,175,173,141,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31332,Granite Falls School District,100098,5349,Granite Falls Open Doors,105775,R,All Grades,47,23,1,23,0,0,3,7,0,0,37,0,0,0,21,34,0,1,8,2,8,47,0,47,26,13,47,46,39,45,39,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31401,Stanwood-Camano School District,100250,1707,Lincoln Hill High School,102661,A,All Grades,127,68,2,57,3,2,0,28,0,7,87,5,0,0,14,64,1,2,4,21,26,122,0,127,113,63,126,125,123,106,101,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31401,Stanwood-Camano School District,100250,2400,Stanwood Middle School,102662,P,All Grades,527,256,1,270,5,12,7,63,5,36,399,25,0,2,9,194,1,17,10,38,78,502,0,525,518,333,526,510,517,489,449,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31401,Stanwood-Camano School District,100250,2581,Stanwood High School,102663,P,All Grades,1387,654,6,727,17,36,21,179,5,74,1055,47,0,64,24,428,5,37,20,113,203,1340,0,1323,1363,959,1382,1350,1367,1274,1184,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31401,Stanwood-Camano School District,100250,3125,Stanwood Elementary School,102664,P,All Grades,430,224,0,206,8,5,7,48,4,35,323,17,0,6,13,168,1,11,9,8,92,413,0,424,417,262,429,419,421,422,338,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31401,Stanwood-Camano School District,100250,4364,Twin City Elementary,102666,P,All Grades,444,224,0,220,4,17,8,61,1,25,328,20,0,35,12,152,1,3,7,16,78,424,0,409,432,292,443,441,437,428,366,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31401,Stanwood-Camano School District,100250,4512,Port Susan Middle School,102667,P,All Grades,531,248,0,283,8,11,4,69,2,32,405,15,0,55,19,176,1,14,10,44,89,516,0,476,512,355,530,517,521,487,442,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31401,Stanwood-Camano School District,100250,4513,Cedarhome Elementary School,102668,P,All Grades,436,214,0,222,4,9,11,49,4,43,316,12,0,4,8,143,3,20,3,8,82,424,0,432,428,293,433,416,433,428,354,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31401,Stanwood-Camano School District,100250,4551,Utsalady Elementary,102669,P,All Grades,407,201,1,205,7,19,6,39,1,31,304,21,0,7,4,124,1,16,3,12,96,386,0,400,403,283,406,391,404,395,311,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31401,Stanwood-Camano School District,100250,4553,Elger Bay Elementary,102670,P,All Grades,381,189,0,192,6,2,4,52,0,25,292,12,0,2,14,154,0,11,13,7,79,369,0,379,367,227,381,370,368,374,302,1/6/25 0:00
2024-25,School,Snohomish,Northwest Educational Service District 189,100009,31401,Stanwood-Camano School District,100250,5004,Saratoga School,103995,A,All Grades,221,98,1,122,6,1,0,21,0,8,185,5,0,9,3,58,0,8,12,4,21,216,0,212,218,163,221,213,209,217,200,1/6/25 0:00
